State/UT/All-India,District,Murder (Sec.302 &303 IPC),Attempt to Commit Murder (Sec.307 IPC),C.H. not Amounting to Murder (Sec.304 &308 IPC),Rape (Sec.376 IPC) - Total,Rape (Sec.376 IPC) - Custodial,Rape (Sec.376 IPC) - Other,"Kidnapping & Abduction (Sec.363-369,371-373 IPC) - Total","Kidnapping & Abduction (Sec.363-369,371-373 IPC) - of Women & Girls","Kidnapping & Abduction (Sec.363-369,371-373 IPC) - Others",Dacoity (Sec.395 to 398 IPC),Preparation & Assembly for Dacoity (Sec. 399 –402 IPC),"Robbery (Sec. 392 – 394, 397 & 398 IPC)","Burglary (Sec. 449 – 452, 454, 455, 457 – 460 IPC)",Theft (Sec. 379 -382 IPC) - Total,Theft (Sec. 379 -382 IPC) - Auto theft,Theft (Sec. 379 -382 IPC) - Other theft,"Riots (Sec. 143- 145, 147- 151, 153, 153A, 153B, 157, 158, 160 IPC)",Criminal Breach of Trust (Sec. 406 – 409 IPC),"Cheating (Sec. 419, 420 IPC)","CounterFeiting (Sec.231-254, 489A-489D IPC)","Arson (Sec. 435,436, 438 IPC)","Hurt (Sec. 323- 333, 335-338 IPC)",Dowry Death (Sec. 304B IPC),Molestation (Sec. 354 IPC),Sexual Harassment (Sec. 509 IPC),Cruelty by Husband & Relatives (Sec. 498A IPC),Importation of Girls (Sec. 366B IPC),Causing Death by Negligence (Sec. 304A IPC),Other IPC Crime,Total Cog. Crime Under IPC
West Bengal,Birbhum,72,10,13,57,0,57,39,37,2,9,31,32,21,264,51,213,124,15,25,5,5,146,18,34,2,175,0,153,375,1625
West Bengal,Burdwan,90,13,25,64,0,64,41,30,11,12,79,43,38,568,182,386,201,7,112,4,13,158,27,91,0,519,0,334,1458,3897
West Bengal,Coochbehar,31,8,5,124,0,124,48,48,0,2,0,6,10,135,37,98,45,12,41,4,0,78,5,116,0,309,0,88,630,1697
West Bengal,Dakshin Dinajpur,26,41,16,32,0,32,49,37,12,1,6,4,10,95,9,86,36,8,15,4,4,59,11,60,0,140,0,77,407,1101
West Bengal,Darjeeling,52,2,10,30,0,30,43,43,0,4,37,5,15,448,76,372,14,23,8,3,0,239,1,44,0,79,0,81,544,1682
West Bengal,Hooghly,81,56,18,43,0,43,28,28,0,11,122,25,35,511,170,341,254,4,37,3,11,269,8,37,0,467,0,270,930,3220
West Bengal,Howrah,53,5,14,60,0,60,66,59,7,6,66,8,13,639,198,441,160,15,127,3,2,481,26,75,6,368,0,288,1152,3633
West Bengal,Howrah G.r.p.,9,3,3,0,0,0,3,1,2,3,17,4,1,696,2,694,2,0,21,1,0,2,2,5,0,0,0,1,53,826
West Bengal,Jalpaiguri,86,40,44,118,0,118,56,50,6,5,19,18,25,497,67,430,32,39,22,6,1,230,6,102,0,250,0,260,754,2610
West Bengal,Kharagpur G.r.p.,2,1,0,0,0,0,0,0,0,1,4,4,0,88,0,88,1,0,0,0,0,1,1,3,1,0,0,0,19,126
West Bengal,Kolkata,25,72,11,38,0,38,94,76,18,11,56,51,115,2566,581,1985,167,210,963,16,0,1057,4,173,37,276,1,488,2950,9381
West Bengal,Malda,63,58,30,74,0,74,48,40,8,10,10,26,34,399,151,248,53,1,4,10,0,580,5,110,1,152,0,0,434,2102
West Bengal,Murshidabad,95,39,46,224,0,224,118,111,7,6,37,22,6,702,204,498,175,22,63,25,15,875,30,217,3,735,0,248,1056,4759
West Bengal,Nadia,101,16,20,158,0,158,152,134,18,14,20,16,16,846,88,758,164,0,143,7,9,608,43,175,1,613,0,250,1300,4672
West Bengal,Paschim Midnapur,99,57,20,79,0,79,50,50,0,15,26,30,24,327,32,295,153,35,28,1,13,88,25,73,3,283,0,1,1270,2700
West Bengal,Purab Midnapur,61,37,10,71,0,71,59,59,0,7,14,10,12,262,31,231,125,40,43,3,6,32,27,37,1,285,0,210,1047,2399
West Bengal,Purulia,41,0,9,48,0,48,13,13,0,3,15,20,4,141,11,130,55,1,23,0,0,0,20,41,0,136,0,0,524,1094
West Bengal,Sealdah G.r.p.,12,2,1,1,0,1,5,5,0,4,16,8,0,174,0,174,2,0,7,2,0,4,2,4,0,0,0,2,49,295
West Bengal,Siliguri G.r.p.,3,0,0,0,0,0,4,4,0,0,0,0,0,63,0,63,6,0,0,0,0,0,0,1,0,0,0,0,22,99
West Bengal,Uttar Dinajpur,34,72,10,76,0,76,56,46,10,12,8,15,5,293,45,248,34,4,16,13,13,312,5,53,0,182,0,1,767,1981
West Bengal,Total,1425,672,401,1731,0,1731,1355,1199,156,177,1263,426,601,12532,2714,9818,2385,519,1947,135,111,6299,445,1837,63,7414,1,3039,23274,68052
A&n Islands,Andaman,3,4,1,6,0,6,5,5,0,0,0,5,81,100,6,94,10,3,15,4,9,73,0,12,4,7,0,2,311,655
A&n Islands,Nicobar,1,0,0,0,0,0,0,0,0,0,NA,NA,1,1,0,1,0,0,0,0,0,5,0,2,0,0,0,0,11,21
A&n Islands,Total,4,4,1,6,0,6,5,5,0,0,0,5,82,101,6,95,10,3,15,4,9,78,0,14,4,7,0,2,322,676
Chandigarh,Chandigarh,12,21,8,19,0,19,65,57,8,1,3,34,189,1234,529,705,44,59,232,3,5,55,10,20,13,102,0,14,983,3126
Chandigarh,Total,12,21,8,19,0,19,65,57,8,1,3,34,189,1234,529,705,44,59,232,3,5,55,10,20,13,102,0,14,983,3126
D&n Haveli,D&n Haveli,9,0,1,6,0,6,18,14,4,5,0,5,41,61,13,48,8,30,10,1,5,35,1,5,1,5,0,16,172,435
D&n Haveli,Total,9,0,1,6,0,6,18,14,4,5,0,5,41,61,13,48,8,30,10,1,5,35,1,5,1,5,0,16,172,435
Daman & Diu,Daman,6,2,0,1,0,1,3,1,2,8,0,1,54,54,30,24,19,9,3,1,4,18,0,2,0,0,0,22,36,243
Daman & Diu,Diu,0,1,0,2,0,2,0,0,0,0,0,0,6,9,3,6,5,0,0,3,1,0,0,0,0,2,0,4,12,45
Daman & Diu,Total,6,3,0,3,0,3,3,1,2,8,0,1,60,63,33,30,24,9,3,4,5,18,0,2,0,2,0,26,48,288
Delhi UT,Central,22,32,6,17,0,17,73,52,21,0,10,22,63,1036,452,584,5,37,144,4,0,156,3,21,14,75,0,14,1952,3706
Delhi UT,East,39,42,8,61,0,61,118,87,31,3,28,66,168,2096,1268,828,14,39,138,4,8,200,9,86,19,205,0,8,2214,5573
Delhi UT,Grp(rly),5,2,0,1,0,1,11,10,1,0,3,3,1,945,33,912,0,6,13,0,1,8,1,0,0,0,0,1,75,1076
Delhi UT,Igi Airport,2,1,1,0,0,0,8,5,3,0,0,8,2,160,25,135,0,4,617,1,0,0,0,2,1,1,0,0,116,924
Delhi UT,New Delhi,7,8,0,6,0,6,26,17,9,0,3,20,42,754,262,492,15,28,239,10,1,29,0,31,13,16,0,1,1039,2288
Delhi UT,North,28,21,5,22,0,22,41,34,7,0,12,29,78,701,269,432,4,39,124,6,3,135,8,27,5,128,0,10,1590,3016
Delhi UT,North-east,61,66,9,93,0,93,197,149,48,3,26,82,173,1246,685,561,11,34,93,5,2,286,28,92,17,176,0,180,2509,5389
Delhi UT,North-west,128,151,12,169,0,169,437,287,150,4,43,105,456,2690,1769,921,12,48,186,3,4,358,28,137,11,412,0,48,5704,11146
Delhi UT,South,66,69,13,87,0,87,215,169,46,2,55,117,350,3820,2302,1518,12,92,379,1,5,206,19,141,34,215,0,49,4907,10854
Delhi UT,South-west,52,45,11,79,0,79,161,128,33,0,4,48,345,1739,915,824,9,49,199,0,7,134,24,84,25,240,0,19,3310,6584
Delhi UT,Stf,0,10,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,18,39
Delhi UT,West,66,63,10,88,0,88,155,128,27,2,16,39,272,2310,1386,924,5,66,173,8,2,306,17,97,5,260,0,37,3371,7368
Delhi UT,Total,476,510,75,623,0,623,1442,1066,376,14,200,541,1950,17498,9366,8132,87,442,2313,42,33,1818,137,718,144,1728,0,367,26805,57963
Lakshadweep,Lakshadweep,0,2,0,0,0,0,0,0,0,0,0,0,2,17,1,16,12,0,0,0,4,5,0,0,0,1,0,0,37,80
Lakshadweep,Total,0,2,0,0,0,0,0,0,0,0,0,0,2,17,1,16,12,0,0,0,4,5,0,0,0,1,0,0,37,80
Pondicherry,Karaikal,2,2,1,1,0,1,5,5,0,0,0,1,18,94,36,58,41,2,7,1,10,186,1,7,4,0,0,42,347,772
Pondicherry,Pondicherry,28,22,2,8,0,8,13,8,5,2,0,2,66,466,284,182,153,4,29,1,12,741,2,49,35,19,0,167,2094,3915
Pondicherry,Total,30,24,3,9,0,9,18,13,5,2,0,3,84,560,320,240,194,6,36,2,22,927,3,56,39,19,0,209,2441,4687
All-India,Total,32481,27230,3535,19348,2,19346,23991,17414,6577,4747,3129,18456,91666,274354,90951,183403,56641,13636,58076,2169,8480,264748,7618,36617,9966,63128,67,78513,779697,1878293
