States/ UTs,District,Murder (Sec.302 & 303 IPC),Attempt To Commit Murder (Sec.307 IPC),C.H. Not Amounting to Murder (Sec.304 &308 IPC),Rape (Sec.376 IPC) - Total,Rape (Sec.376 IPC) - Custodial,Rape (Sec.376 IPC) - Other,"Kidnapping & Abduction (Sec.363-369,371-373 IPC) - Total","Kidnapping & Abduction (Sec.363-369,371-373 IPC) of Women & Girls","Kidnapping & Abduction (Sec.363-369,371-373 IPC) - Others",Dacoity (Sec.395 to 398 IPC),Preparation & Assembly for Dacoity (Sec. 399 –402 IPC),"Robbery (Sec. 392 – 394, 397 & 398 IPC)","Burglary (Sec. 449 – 452, 454, 455, 457 –460 IPC)",Theft (Sec. 379 -382 IPC) - Total,Theft (Sec. 379 -382 IPC) - Auto theft,Theft (Sec. 379 -382 IPC) - Other theft,"Riots (Sec. 143- 145, 147- 151, 153, 153A, 153B, 157, 158, 160 IPC)",Criminal Breach of Trust (Sec. 406 – 409 IPC),"Cheating (Sec. 419, 420 IPC)","Counter- Feiting (Sec. 231-254, 489A- 489D IPC)","Arson (Sec. 435,436, 438 IPC)","Hurt (Sec. 323- 333, 335-338 IPC)",Dowry Death (Sec. 304B IPC),Molestation (Sec. 354 IPC),Sexual Harassment (Sec. 509 IPC),Cruelty by Husband & Relatives (Sec. 498A IPC),Importation of Girls (Sec. 366B IPC),Causing Death by Negligence (Sec. 304A IPC),Other IPC Crime,Total Cog. Crime Under IPC
Punjab,Moga,27,29,9,19,0,19,24,17,7,1,2,7,75,136,46,90,0,17,106,5,4,313,3,19,0,22,0,85,203,1106
Punjab,Muktsar,25,42,1,12,0,12,12,8,4,0,0,2,75,115,37,78,0,9,41,0,3,172,3,6,0,19,0,64,183,784
Punjab,Patiala,42,49,5,35,0,35,44,37,7,1,8,1,210,373,197,176,0,11,180,3,3,391,13,17,0,116,0,283,812,2597
Punjab,Ropar,9,14,1,10,0,10,11,9,2,0,0,7,78,109,43,66,0,5,85,0,6,91,2,18,1,27,0,136,276,886
Punjab,Sangrur,42,53,6,34,0,34,23,13,10,6,9,13,136,231,80,151,0,12,105,2,2,247,4,15,3,62,0,158,673,1836
Punjab,Sas Ngr,26,10,4,20,0,20,28,18,10,1,3,3,176,353,119,234,0,9,190,0,0,135,3,0,0,0,0,197,526,1684
Punjab,SBS Nagar,20,12,4,14,0,14,7,3,4,0,0,9,49,74,22,52,0,6,109,0,0,210,2,9,0,28,0,88,155,796
Punjab,Tarn Taran,32,36,5,18,0,18,17,14,3,2,1,2,45,80,12,68,0,11,124,15,0,178,2,22,0,24,0,85,234,933
Punjab,Total,769,956,146,517,0,517,718,514,204,40,122,167,2621,5563,2182,3381,1,236,3192,78,75,5597,128,388,49,984,0,2845,10122,35314
Rajasthan,Ajmer,47,36,0,45,0,45,102,84,18,2,0,31,256,701,303,398,32,13,650,6,11,267,17,108,0,516,0,417,3082,6339
Rajasthan,Alwar,101,59,8,88,0,88,142,91,51,0,13,38,233,1272,665,607,22,28,649,0,32,2583,38,134,0,429,0,440,2026,8335
Rajasthan,Banswara,33,18,2,42,0,42,50,45,5,0,1,10,53,108,28,80,111,3,68,0,31,780,8,66,1,85,0,95,745,2310
Rajasthan,Baran,37,109,2,52,0,52,45,45,0,4,3,13,102,285,60,225,9,29,157,2,14,471,10,169,0,181,0,114,1224,3032
Rajasthan,Barmer,18,23,0,20,0,20,24,21,3,0,0,6,99,181,64,117,6,7,208,3,23,505,14,82,0,116,0,178,1336,2849
Rajasthan,Bharatpur,63,53,0,74,0,74,100,75,25,5,14,34,58,882,368,514,5,16,528,4,20,673,24,39,0,371,0,212,4028,7203
Rajasthan,Bhilwara,37,35,0,42,0,42,68,58,10,1,0,45,212,711,333,378,32,26,398,1,18,46,13,77,0,370,0,283,2393,4808
Rajasthan,Bikaner,38,70,0,48,0,48,29,28,1,2,0,16,113,367,117,250,0,14,390,0,16,561,12,74,0,306,0,252,1746,4054
Rajasthan,Bundi,17,67,4,33,0,33,70,52,18,0,0,8,80,243,97,146,24,9,144,0,14,763,3,98,0,224,0,130,1170,3101
Rajasthan,Chittorgarh,36,20,0,40,0,40,104,80,24,1,6,21,162,502,184,318,71,18,239,0,43,1209,6,73,1,402,0,226,1353,4533
Rajasthan,Churu,16,39,0,37,0,37,43,22,21,1,0,4,93,205,50,155,2,1,269,0,10,536,16,16,0,212,0,161,1098,2759
Rajasthan,Dausa,33,32,2,21,0,21,61,48,13,0,3,18,112,820,431,389,50,9,266,0,14,192,9,34,0,100,0,253,2574,4603
Rajasthan,Dholpur,51,77,3,21,0,21,64,46,18,3,3,20,51,425,149,276,12,9,123,3,9,1457,19,9,0,127,0,125,1005,3616
Rajasthan,Dungarpur,23,15,0,26,0,26,50,48,2,1,0,15,45,79,18,61,100,12,48,0,23,164,11,66,0,94,0,116,1145,2033
Rajasthan,G.R.P.,4,4,0,2,0,2,4,1,3,1,1,6,1,368,27,341,3,2,9,2,1,3,1,17,0,0,0,1,315,745
Rajasthan,Ganganagar,39,71,2,70,0,70,66,43,23,0,2,7,181,347,89,258,21,25,564,1,10,1027,16,59,2,276,0,141,1705,4632
Rajasthan,Hanumangarh,55,82,1,33,0,33,35,29,6,0,2,6,88,201,62,139,0,13,401,0,11,415,17,68,0,232,0,144,1550,3354
Rajasthan,Jaipur East,15,27,2,20,0,20,64,61,3,2,2,110,290,2532,1835,697,126,35,571,9,10,8,6,54,2,140,0,216,2214,6455
Rajasthan,Jaipur North,14,37,1,25,0,25,69,69,0,2,1,26,121,745,437,308,56,31,475,0,6,417,5,26,0,149,0,128,1183,3517
Rajasthan,Jaipur Rural,66,32,1,35,0,35,110,82,28,9,2,19,236,1137,458,679,71,53,791,2,32,654,11,108,5,205,0,661,4811,9051
Rajasthan,Jaipur South,17,25,0,15,0,15,52,44,8,2,7,46,276,1539,1006,533,61,154,966,2,7,372,9,26,0,162,0,168,1529,5435
Rajasthan,Jaisalmer,6,1,0,4,0,4,11,6,5,0,0,4,47,114,15,99,17,4,73,2,7,192,10,19,0,24,0,45,413,993
Rajasthan,Jalore,24,19,1,13,0,13,27,17,10,0,0,9,63,149,41,108,18,12,136,4,28,66,8,50,0,106,0,124,1615,2472
Rajasthan,Jhalawar,58,99,0,44,0,44,66,44,22,5,4,15,117,395,155,240,78,13,132,1,26,683,6,144,2,262,0,142,1076,3368
Rajasthan,Jhunjhunu,34,20,0,40,0,40,44,35,9,0,2,3,109,404,76,328,36,14,350,2,18,856,22,32,0,240,0,157,1476,3859
Rajasthan,Jodhpur City,13,56,3,19,0,19,43,35,8,1,1,32,141,759,511,248,22,23,460,1,5,561,10,25,1,212,0,112,716,3216
Rajasthan,Jodhpur Rural,14,34,0,32,0,32,31,21,10,4,0,12,95,251,55,196,8,4,146,0,16,1113,17,47,0,81,0,230,894,3029
Rajasthan,Karauli,39,34,0,33,0,33,64,32,32,6,0,19,23,566,257,309,11,20,156,1,12,23,11,27,0,99,0,70,2557,3771
Rajasthan,Kota City,36,132,6,24,0,24,66,55,11,4,3,75,166,946,703,243,2,23,363,1,9,97,10,40,1,307,0,118,1479,3908
Rajasthan,Kota Rural,33,41,4,34,0,34,30,26,4,1,0,17,66,190,70,120,5,14,112,0,10,284,4,76,0,201,0,91,706,1919
Rajasthan,Nagaur,36,42,1,33,0,33,64,48,16,0,0,14,158,367,120,247,1,18,304,0,16,195,18,142,0,257,0,214,1895,3775
Rajasthan,Pali,33,24,1,43,0,43,96,79,17,0,0,9,169,335,128,207,12,16,305,2,8,41,13,116,1,323,0,283,2874,4704
Rajasthan,Pratapgarh,20,24,1,49,0,49,54,52,2,0,0,5,35,130,25,105,35,3,69,0,12,502,2,51,0,138,0,65,652,1847
Rajasthan,Rajsamand,17,7,0,12,0,12,48,34,14,1,1,12,76,166,55,111,26,10,100,1,9,577,0,35,0,195,0,149,717,2159
Rajasthan,Sawai Madhopur,25,31,0,16,0,16,50,39,11,0,3,17,86,466,295,171,6,3,212,0,2,5,6,29,0,144,0,82,2252,3435
Rajasthan,Sikar,43,28,2,40,0,40,48,38,10,3,0,11,152,417,128,289,27,8,406,0,24,321,15,18,0,217,0,292,2130,4202
Rajasthan,Sirohi,26,21,3,17,0,17,40,36,4,0,1,13,79,140,38,102,39,16,142,0,13,367,5,66,0,110,0,157,579,1834
Rajasthan,Tonk,15,28,1,22,0,22,50,46,4,0,0,8,104,314,152,162,86,8,186,1,9,880,6,41,3,206,0,173,1062,3203
Rajasthan,Udaipur,65,77,3,91,0,91,174,148,26,3,2,55,188,652,252,400,147,21,531,0,36,1251,11,159,0,294,0,357,2599,6716
Rajasthan,Total,1297,1649,54,1355,0,1355,2358,1863,495,64,77,829,4736,20411,9857,10554,1390,737,12097,51,615,21117,439,2520,19,8113,0,7322,63924,151174
Sikkim,East,5,5,1,5,0,5,2,2,0,1,0,1,40,69,5,64,1,6,39,0,12,36,0,5,0,3,0,17,103,351
Sikkim,North,1,2,0,1,0,1,0,0,0,0,0,0,2,7,0,7,1,0,2,0,0,7,0,1,0,0,0,4,13,41
Sikkim,South,1,0,2,9,0,9,1,1,0,0,0,6,29,26,2,24,8,0,1,0,6,30,0,10,0,0,0,10,56,195
Sikkim,West,2,0,0,5,0,5,1,1,0,0,0,0,10,25,2,23,7,0,4,0,5,27,0,3,0,2,0,9,43,143
Sikkim,Total,9,7,3,20,0,20,4,4,0,1,0,7,81,127,9,118,17,6,46,0,23,100,0,19,0,5,0,40,215,730
Tamil Nadu,Chennai,100,130,0,35,0,35,43,32,11,5,0,41,322,1545,269,1276,55,5,293,135,0,726,25,46,67,165,0,613,7478,11829
Tamil Nadu,Chennai RLY.,0,5,0,0,0,0,1,1,0,0,0,17,1,250,8,242,9,0,1,0,0,24,0,5,0,0,0,2,224,539
Tamil Nadu,Chennai Suburban,74,76,0,21,0,21,29,24,5,0,0,16,228,563,117,446,48,7,66,2,1,437,28,42,42,41,0,247,1489,3457
Tamil Nadu,Coimbatore Rural,88,77,0,14,0,14,63,46,17,16,0,48,278,1278,603,675,210,17,111,4,30,952,8,107,8,115,0,1008,6566,10998
Tamil Nadu,Coimbatore Urban,20,28,0,9,0,9,17,7,10,1,0,11,78,621,166,455,24,11,93,168,4,240,6,29,7,62,0,307,2444,4180
Tamil Nadu,Cuddalore,63,71,0,16,0,16,56,52,4,3,0,16,89,456,131,325,176,0,16,0,17,653,1,29,80,50,0,428,4289,6509
Tamil Nadu,Dharmapuri,49,57,8,12,0,12,49,36,13,3,0,42,57,203,69,134,215,1,26,8,29,1582,2,136,3,43,0,253,1918,4696
Tamil Nadu,Dindigul,56,71,0,13,0,13,53,53,0,0,0,10,85,401,74,327,88,3,103,13,18,415,3,47,13,99,0,397,2739,4627
Tamil Nadu,Erode,60,43,0,21,0,21,57,45,12,6,1,27,172,664,103,561,44,12,51,7,20,652,1,78,16,30,0,666,5378,8006
Tamil Nadu,Kanchipuram,75,76,0,24,0,24,18,18,0,2,0,7,109,370,76,294,76,0,21,26,17,427,7,20,2,8,0,788,4843,6916
Tamil Nadu,Kanyakumari,29,58,1,8,0,8,42,42,0,5,1,18,160,397,56,341,1,14,158,9,37,670,6,27,70,71,0,221,2732,4735
Tamil Nadu,Karur,21,16,0,4,0,4,13,12,1,2,0,11,23,329,141,188,23,6,15,14,3,152,4,10,3,13,0,249,1553,2464
Tamil Nadu,Krishnagiri,54,65,0,20,0,20,44,36,8,8,35,36,87,300,143,157,185,10,37,12,23,807,2,40,5,21,0,473,2816,5080
Tamil Nadu,Madurai Rural,55,79,0,18,0,18,32,24,8,2,0,14,77,282,23,259,187,11,88,0,23,544,9,72,1,75,0,391,2831,4791
Tamil Nadu,Madurai Urban,39,38,0,4,0,4,24,14,10,1,0,8,65,532,174,358,19,3,117,26,5,91,5,11,2,42,0,139,1299,2470
Tamil Nadu,Nagapattinam,47,64,1,10,0,10,28,24,4,1,1,2,49,232,66,166,41,1,18,2,15,367,4,59,1,8,0,179,3003,4133
Tamil Nadu,Namakkal,46,34,0,19,0,19,49,37,12,7,2,29,75,302,95,207,88,0,79,14,11,568,5,49,24,25,0,318,2881,4625
Tamil Nadu,Nilgiris,6,10,0,4,0,4,4,4,0,0,0,6,86,103,16,87,25,4,9,4,0,223,1,20,0,9,0,57,800,1371
Tamil Nadu,Perambalur,29,50,0,26,0,26,31,29,2,1,0,2,41,327,145,182,49,1,41,5,9,267,7,70,9,6,0,214,1953,3138
Tamil Nadu,Pudukottai,37,42,2,4,0,4,34,31,3,0,0,3,53,179,35,144,38,9,35,1,13,253,8,45,2,39,0,257,1978,3032
Tamil Nadu,Ramnathapuram,45,95,0,6,0,6,28,16,12,4,0,20,82,223,31,192,62,2,43,8,13,401,2,34,1,12,0,166,1660,2907
Tamil Nadu,Salem Rural,69,103,2,35,0,35,112,101,11,5,2,19,101,347,60,287,346,5,35,6,41,2341,3,217,0,94,0,448,3050,7381
Tamil Nadu,Salem Urban,29,40,0,22,0,22,32,27,5,1,0,18,45,263,132,131,40,12,71,11,1,378,7,16,11,33,0,133,1150,2313
Tamil Nadu,Sivagangai,34,47,2,1,0,1,43,35,8,2,0,18,103,264,62,202,41,9,91,6,17,295,4,7,16,56,0,198,1634,2888
Tamil Nadu,Thanjavur,66,93,0,7,0,7,29,29,0,1,22,20,158,532,111,421,68,2,27,0,30,809,7,108,0,20,0,418,5003,7420
Tamil Nadu,Theni,28,55,1,7,0,7,35,32,3,0,0,21,75,263,30,233,60,2,88,2,17,484,4,30,5,35,0,188,3592,4992
Tamil Nadu,Thirunelveli Rural,89,248,1,42,0,42,68,60,8,0,0,26,213,460,63,397,4,7,93,5,59,1062,3,115,0,97,0,318,4912,7822
Tamil Nadu,Thirunelveli Urban,20,45,0,8,0,8,16,12,4,1,0,15,41,239,47,192,4,0,27,0,1,112,2,7,49,7,0,87,893,1574
Tamil Nadu,Thiruvallur,35,41,2,17,0,17,22,22,0,4,0,30,80,232,26,206,75,6,33,4,9,486,9,18,0,30,0,294,2689,4116
Tamil Nadu,Thiruvannamalai,32,65,0,20,0,20,34,34,0,3,0,6,95,289,82,207,117,0,53,11,32,675,3,20,47,16,0,350,2757,4625
Tamil Nadu,Thiruvarur,26,36,0,6,0,6,14,12,2,4,0,9,53,123,14,109,34,2,27,3,18,1012,1,51,2,3,0,105,1241,2770
Tamil Nadu,Thoothugudi,72,127,0,11,0,11,48,40,8,0,0,33,198,555,81,474,2,16,115,8,10,498,4,3,343,64,0,280,3121,5508
Tamil Nadu,Trichy RLY.,1,1,0,0,0,0,0,0,0,0,0,1,0,38,1,37,0,0,2,0,0,4,0,0,0,0,0,4,47,98
Tamil Nadu,Trichy Rural,55,27,0,11,0,11,28,26,2,0,0,6,53,261,84,177,25,0,16,1,8,177,5,16,0,28,0,318,2563,3598
Tamil Nadu,Trichy Urban,13,30,2,2,0,2,10,4,6,1,1,6,59,444,84,360,10,0,54,7,2,68,5,7,37,25,0,141,2349,3273
Tamil Nadu,Vellore,74,33,4,21,0,21,53,52,1,2,0,8,139,422,153,269,14,6,58,57,26,621,7,25,0,49,0,678,4753,7050
Tamil Nadu,Villupuram,82,78,2,58,0,58,64,50,14,6,1,20,98,311,108,203,249,10,38,1,30,608,6,70,31,88,0,749,4031,6631
Tamil Nadu,Virudhunagar,41,73,0,17,0,17,52,41,11,3,0,22,121,419,43,376,59,37,100,19,21,448,3,19,77,69,0,246,2425,4271
Tamil Nadu,Total,1759,2327,28,573,0,573,1375,1160,215,100,66,662,3849,15019,3722,11297,2811,231,2349,599,610,20529,207,1705,974,1648,0,12328,107084,176833
Tripura,Dhalai,20,3,0,32,0,32,18,7,11,3,0,14,24,39,4,35,18,2,3,1,6,73,2,22,0,34,0,9,94,417
Tripura,North,28,16,0,46,0,46,27,21,6,1,1,7,41,87,4,83,19,5,18,5,6,235,2,62,0,169,0,36,182,993
Tripura,South,35,20,1,45,0,45,34,27,7,2,0,41,50,150,14,136,45,15,28,5,22,254,6,135,0,161,0,47,410,1506
Tripura,West,72,14,1,81,0,81,67,55,12,7,2,33,103,223,21,202,115,20,43,12,13,362,6,127,4,371,0,103,641,2420
Tripura,Total,155,53,2,204,0,204,146,110,36,13,3,95,218,499,43,456,197,42,92,23,47,924,16,346,4,735,0,195,1327,5336
UTtar Pradesh,Agra,109,133,40,42,0,42,229,183,46,17,2,61,208,1826,1233,593,233,153,339,35,12,431,77,123,109,479,0,591,1676,6925
UTtar Pradesh,Aligarh,139,143,30,62,0,62,162,124,38,6,10,73,137,701,289,412,176,104,241,8,18,311,58,37,74,213,0,281,1085,4069
UTtar Pradesh,Allahabad,143,89,33,49,0,49,144,124,20,3,3,62,245,763,416,347,177,113,226,24,3,413,68,91,55,259,0,364,1834,5161
UTtar Pradesh,Ambedkar Nagar,33,19,12,18,0,18,51,45,6,1,0,13,27,131,33,98,23,28,70,0,1,184,13,20,20,133,0,34,209,1040
UTtar Pradesh,Auraiya,26,20,11,11,0,11,29,27,2,4,0,10,6,94,40,54,17,18,17,0,7,81,12,7,14,36,0,247,155,822
UTtar Pradesh,Azamgarh,74,37,21,24,0,24,60,56,4,3,0,30,62,179,60,119,57,31,74,3,0,258,35,17,35,86,0,8,666,1760
UTtar Pradesh,Badaun,68,109,40,11,0,11,53,41,12,0,3,14,24,126,27,99,15,43,71,3,4,205,32,27,47,25,0,9,1183,2112
UTtar Pradesh,Baghpat,66,70,9,19,0,19,51,43,8,5,0,51,42,169,56,113,69,23,74,1,0,135,15,16,8,61,0,87,568,1539
UTtar Pradesh,Bahraich,46,39,18,24,0,24,64,62,2,5,4,17,61,130,42,88,32,33,22,9,10,138,27,24,22,37,0,96,359,1217
UTtar Pradesh,Ballia,32,39,19,12,0,12,33,27,6,1,0,15,62,149,69,80,53,14,61,5,1,131,20,15,12,43,0,47,172,936
UTtar Pradesh,Balrampur,15,11,6,12,0,12,21,20,1,0,1,3,13,48,20,28,10,9,14,2,0,23,5,12,10,13,0,13,110,351
UTtar Pradesh,Banda,37,21,24,35,0,35,40,26,14,0,1,20,84,126,21,105,64,56,100,2,13,95,36,70,19,67,0,88,832,1830
UTtar Pradesh,Barabanki,54,70,15,23,0,23,83,82,1,0,0,22,80,209,47,162,14,134,14,5,2,273,47,34,54,110,0,127,1616,2986
UTtar Pradesh,Bareilly,130,162,45,46,0,46,155,121,34,15,0,48,147,622,258,364,120,110,234,4,0,238,47,110,89,202,0,34,2664,5222
UTtar Pradesh,Basti,26,22,13,7,0,7,18,18,0,0,2,7,29,82,32,50,26,32,109,3,0,117,15,5,15,24,0,72,375,999
UTtar Pradesh,Bijnor,93,68,19,30,0,30,92,80,12,5,0,32,36,228,81,147,54,51,198,9,0,423,19,52,53,249,0,180,404,2295
UTtar Pradesh,Bulandshahar,104,98,19,28,0,28,77,60,17,1,0,11,39,227,67,160,52,77,181,6,0,462,29,51,74,151,0,299,1582,3568
UTtar Pradesh,Chandoli,24,27,5,4,0,4,11,9,2,0,0,8,53,116,56,60,8,35,70,2,0,165,19,10,19,91,0,67,395,1129
UTtar Pradesh,Chitrakoot Dham,28,14,9,22,0,22,20,5,15,5,0,10,35,52,14,38,6,5,36,3,7,69,17,21,0,17,0,33,119,528
UTtar Pradesh,Deoria,33,16,16,15,0,15,20,13,7,0,0,4,36,81,40,41,41,6,20,5,2,77,36,6,17,27,0,69,270,797
UTtar Pradesh,Etah,64,82,20,20,0,20,80,66,14,3,0,23,53,249,103,146,46,36,94,4,9,166,34,41,17,71,0,175,697,1984
UTtar Pradesh,Etawah,70,72,12,19,0,19,89,64,25,12,0,27,72,341,211,130,15,54,103,2,0,240,28,43,29,108,0,179,893,2408
UTtar Pradesh,Faizabad,43,14,12,23,0,23,58,56,2,1,3,15,65,208,74,134,36,52,119,10,0,175,18,26,43,86,0,157,569,1733
UTtar Pradesh,Fatehgarh,65,60,19,23,0,23,61,41,20,4,0,13,44,145,55,90,22,21,39,5,0,270,26,35,56,84,0,22,419,1433
UTtar Pradesh,Fatehpur,74,35,39,16,0,16,53,42,11,12,0,22,76,133,56,77,8,38,106,1,0,177,41,32,15,67,0,194,680,1819
UTtar Pradesh,Firozabad,121,139,20,27,0,27,114,78,36,14,0,41,67,442,242,200,113,62,140,0,6,201,41,43,77,77,0,5,1259,3009
UTtar Pradesh,G.R.P.,14,16,8,2,0,2,11,8,3,18,7,40,4,1521,82,1439,27,14,42,4,0,7,0,18,38,0,0,5,836,2632
UTtar Pradesh,Gautambudh Nagar,65,63,16,22,0,22,70,49,21,0,0,42,84,1703,1081,622,70,97,256,8,0,15,25,19,53,68,0,190,756,3622
UTtar Pradesh,Ghaziabad,143,138,44,30,0,30,199,138,61,7,3,63,115,1141,733,408,64,157,267,11,6,49,39,30,83,202,0,327,1770,4888
UTtar Pradesh,Ghazipur,41,36,28,6,0,6,25,22,3,12,0,57,39,120,47,73,121,15,58,11,4,105,33,17,15,64,0,4,248,1059
UTtar Pradesh,Gonda,49,53,20,27,0,27,54,44,10,8,0,19,59,142,58,84,44,34,116,2,2,243,43,39,10,12,0,85,334,1395
UTtar Pradesh,Gorakhpur,76,38,39,46,0,46,150,117,33,1,2,49,152,480,294,186,114,72,190,9,2,362,43,30,43,216,0,259,519,2892
UTtar Pradesh,Hamirpur,23,8,21,9,0,9,21,19,2,0,0,0,13,23,5,18,9,21,22,0,0,17,13,13,5,10,0,57,165,450
UTtar Pradesh,Hardoi,71,53,18,42,0,42,64,60,4,3,0,18,38,176,33,143,30,24,54,0,3,280,50,67,30,68,0,221,804,2114
UTtar Pradesh,Hathras,58,40,24,17,0,17,62,37,25,8,0,43,33,192,60,132,37,41,79,2,0,138,27,43,18,92,0,132,361,1447
UTtar Pradesh,J.P.Nagar,42,30,10,20,0,20,38,34,4,2,0,10,26,136,60,76,28,31,124,1,0,22,16,26,37,40,0,129,376,1144
UTtar Pradesh,Jalaun,43,12,14,6,0,6,34,30,4,1,6,16,25,74,43,31,7,12,46,6,5,0,37,34,24,47,0,96,561,1106
UTtar Pradesh,Jaunpur,40,51,28,19,0,19,47,41,6,5,1,31,70,187,69,118,77,38,166,9,3,457,44,38,39,161,0,192,527,2230
UTtar Pradesh,Jhansi,33,21,23,7,0,7,25,18,7,0,0,10,41,134,66,68,10,30,61,4,1,34,26,24,46,11,0,39,431,1011
UTtar Pradesh,Kannauj,37,37,21,11,0,11,42,36,6,3,0,19,19,70,25,45,22,35,46,5,4,22,31,27,9,91,0,120,489,1160
UTtar Pradesh,Kanpur Dehat,50,35,15,26,0,26,67,56,11,2,0,11,36,143,33,110,96,40,85,4,1,322,31,64,24,185,0,65,782,2084
UTtar Pradesh,Kanpur Nagar,168,114,39,72,0,72,296,227,69,24,4,144,279,1293,821,472,220,328,645,24,7,505,86,136,578,632,0,127,3164,8885
UTtar Pradesh,Kanshiram Nagar,60,54,8,19,0,19,40,29,11,2,0,7,31,76,18,58,25,14,19,1,6,19,30,31,5,31,0,61,366,905
UTtar Pradesh,Kaushambi,56,31,12,26,0,26,46,42,4,2,0,32,86,107,10,97,49,34,75,1,0,147,26,59,12,117,0,72,684,1674
UTtar Pradesh,Khiri,79,77,35,58,0,58,95,91,4,2,1,22,63,309,131,178,54,29,119,10,5,353,48,74,29,88,0,194,1024,2768
UTtar Pradesh,Kushi Nagar,22,10,13,6,0,6,15,14,1,0,0,2,7,38,15,23,20,11,58,3,2,118,14,8,6,24,0,37,562,976
UTtar Pradesh,Lalitpur,22,4,10,16,0,16,12,9,3,0,0,3,24,56,13,43,20,4,32,1,1,7,10,11,14,40,0,25,183,495
UTtar Pradesh,Lucknow,130,160,32,82,0,82,389,331,58,17,1,147,804,3100,1548,1552,441,589,1140,23,3,57,62,226,340,778,0,490,4696,13707
UTtar Pradesh,Maharajganj,24,4,9,17,0,17,26,26,0,0,0,11,16,40,13,27,23,15,48,6,0,60,14,12,14,37,0,69,362,807
UTtar Pradesh,Mahoba,23,11,6,12,0,12,26,21,5,3,0,15,43,51,16,35,18,21,22,1,8,34,17,24,15,30,0,41,231,652
UTtar Pradesh,Mainpuri,100,98,16,9,0,9,88,65,23,22,0,35,60,236,121,115,57,48,144,1,1,202,38,20,9,40,0,149,834,2207
UTtar Pradesh,Mathura,95,123,25,24,0,24,76,62,14,1,0,45,63,659,388,271,102,95,252,5,0,159,31,64,65,222,0,675,1130,3911
UTtar Pradesh,Mau,27,38,12,19,0,19,50,44,6,0,0,14,43,134,38,96,89,29,90,3,0,134,12,29,44,74,0,65,204,1110
UTtar Pradesh,Meerut,166,160,25,50,0,50,178,123,55,3,0,111,125,965,504,461,145,118,302,22,0,22,37,73,165,326,0,317,1715,5025
UTtar Pradesh,Mirzapur,51,15,16,19,0,19,23,19,4,4,1,19,50,173,68,105,12,34,90,1,0,124,24,16,6,133,0,88,395,1294
UTtar Pradesh,Moradabad,126,118,42,75,0,75,179,163,16,6,3,60,166,783,315,468,77,84,239,10,0,82,38,117,114,139,0,219,2416,5093
UTtar Pradesh,Muzaffarnagar,168,175,50,40,0,40,135,112,23,12,2,76,91,613,253,360,131,71,206,10,0,9,28,39,74,258,0,185,1519,3892
UTtar Pradesh,Pilibhit,47,60,14,41,0,41,108,100,8,0,0,8,47,167,42,125,36,61,145,2,0,13,35,90,10,359,0,69,1158,2470
UTtar Pradesh,Pratapgarh,48,64,27,33,0,33,92,83,9,5,1,34,111,220,71,149,137,90,106,4,16,262,32,52,18,155,0,136,840,2483
UTtar Pradesh,Raibareilly,63,47,15,38,0,38,60,51,9,6,1,12,47,184,41,143,54,80,133,8,2,220,33,43,44,90,0,162,886,2228
UTtar Pradesh,Rampur,56,94,17,46,0,46,107,83,24,4,0,42,81,334,109,225,53,78,163,4,7,10,21,46,17,4,0,138,930,2252
UTtar Pradesh,Saharanpur,56,73,20,8,0,8,31,25,6,0,11,24,46,381,165,216,71,72,194,11,0,25,23,23,66,153,0,214,1235,2737
UTtar Pradesh,Sant Kabirnagar,12,17,6,9,0,9,40,40,0,0,0,10,31,63,23,40,11,25,47,3,2,131,7,5,18,12,0,68,306,823
UTtar Pradesh,Shahjahanpur,114,143,31,68,0,68,121,94,27,3,0,28,50,227,61,166,33,66,118,2,2,181,68,80,25,10,0,229,1041,2640
UTtar Pradesh,Shrawasti,20,13,9,6,0,6,16,15,1,0,0,5,26,44,6,38,8,5,22,0,0,54,6,13,2,4,0,47,90,390
UTtar Pradesh,Sidharthnagar,19,11,19,12,0,12,32,30,2,3,0,4,33,105,53,52,21,17,15,3,0,63,16,30,20,30,0,33,279,765
UTtar Pradesh,Sitapur,82,69,39,53,0,53,138,129,9,2,1,37,91,390,90,300,40,42,86,2,9,254,77,47,21,110,0,206,1479,3275
UTtar Pradesh,Sonbhadra,39,10,17,26,0,26,30,24,6,0,0,7,48,100,30,70,12,22,56,0,1,105,20,38,37,30,0,124,247,969
UTtar Pradesh,St.Ravidasnagar,19,20,7,2,0,2,11,9,2,1,0,6,32,59,28,31,11,3,9,1,0,89,11,2,6,16,0,45,83,433
UTtar Pradesh,Sultanpur,54,82,15,25,0,25,54,49,5,1,0,13,62,239,100,139,44,49,59,5,26,332,12,26,19,43,0,190,552,1902
UTtar Pradesh,Unnao,58,61,34,36,0,36,78,69,9,1,1,19,48,177,58,119,28,43,66,2,2,134,52,50,26,61,0,56,550,1583
UTtar Pradesh,Varanasi,58,37,18,12,0,12,59,38,21,2,1,25,157,804,584,220,96,120,243,24,2,247,36,14,98,183,0,172,1331,3739
UTtar Pradesh,Total,4564,4233,1493,1871,0,1871,5428,4439,989,313,76,2097,5418,25946,12064,13882,4381,4296,9327,420,228,11683,2237,2955,3374,8312,0,10102,60242,168996
UTtarakhand,Almora,12,7,1,2,0,2,7,7,0,1,0,5,18,30,3,27,11,1,11,2,2,23,8,5,3,9,0,17,77,252
